Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
117,100010939,9/28/2008,,16:04,535 O'FARRELL,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,10/07/2008 12:00:00 AM +0000,10/28/2008 12:00:00 AM +0000, ,,"(37.7856529112, -122.413556083)"
118,100013641,12/21/2008,,11:17,124 MISSION,V22500I,BUS ZONE,250,Closed, $                       -,0,83 83 PEND HE,04/08/2009 12:00:00 AM +0000,10/05/2009 12:00:00 AM +0000,201 HR UP NTPD,,"(37.7924099157, -122.394363003)"
119,100013642,12/21/2008,,13:34,547 MISSION,V22500H,DBL PARK,75,Closed, $                       -,0,731 731MP EXP,01/02/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7888343863, -122.398646976)"
120,100095743,12/27/2008,,14:07,5890 O'FARRELL STREET,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,01/03/2009 12:00:00 AM +0000,01/24/2009 12:00:00 AM +0000, ,,
121,100013644,1/11/2009,,10:44,460 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,01/16/2009 12:00:00 AM +0000,02/06/2009 12:00:00 AM +0000, ,,"(37.787095012, -122.410895069)"
122,100013645,1/11/2009,,12:45,422 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,01/16/2009 12:00:00 AM +0000,02/06/2009 12:00:00 AM +0000, ,,"(37.787171349, -122.410296666)"
123,100013646,1/11/2009,,12:45,494 GEARY,V22500H,DBL PARK,75,Closed, $                    -,0,50 50 DP RU,03/23/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7870267077, -122.41143048)"
124,100013648,1/19/2009,,12:15,1837 GEARY,V22500I,BUS ZONE,250,Closed,$275.00 ,0,121 121 OFFCAL,09/14/2011 12:00:00 AM +0000,09/14/2011 12:00:00 AM +0000, ,,"(37.7842820551, -122.43296237)"
125,100013649,2/1/2009,,13:16,1092 GEARY,T32A.1,TWAWY ZN#1,70,Closed,$155.00 ,0,730 730TRNLN,02/10/2009 12:00:00 AM +0000,03/03/2009 12:00:00 AM +0000, ,,"(37.7857766482, -122.421275152)"
126,975990153,2/4/2009,,14:04,510 GEARY ST,V22500I,BUS ZONE,250,Closed,$310.00 ,0,730 730TRNLN,02/12/2009 12:00:00 AM +0000,03/05/2009 12:00:00 AM +0000, ,,"(37.7869877374, -122.411735951)"
127,975990175,2/15/2009,,16:43,500 GEARY,V22500I,BUS ZONE,250,Open, $                    -,335,121 121 OFFCAL,01/13/2010 12:00:00 AM +0000,01/13/2010 12:00:00 AM +0000, ,,"(37.7870092325, -122.411567458)"
128,975990186,2/16/2009,,18:32,1764 SUTTER,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7866509061, -122.429420615)"
129,975990190,2/16/2009,,09:05,508 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,16 16 BUSZONE,05/06/2009 12:00:00 AM +0000,05/27/2009 12:00:00 AM +0000, ,,"(37.7869920366, -122.411702252)"
130,975990212,2/16/2009,,11:04,518 GEARY,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7869705404, -122.411870744)"
131,100002550,2/16/2009,,08:55,645 MISSION ST.,T32A.1,TWAWY ZN#1,70,Closed,$70.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7871722732, -122.400752251)"
132,975990223,2/17/2009,,09:01,659 SUTTER,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7888310185, -122.411205449)"
133,975990245,2/17/2009,,15:56,1089 MARKET,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/23/2009 12:00:00 AM +0000,03/16/2009 12:00:00 AM +0000, ,,"(37.7806220311, -122.412157821)"
134,100002551,2/17/2009,,16:42,765 O'FARRELL ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7851786609, -122.417316301)"
135,100002552,2/17/2009,,10:04,587 O'FARRELL ST.,V22500I,BUS ZONE,250,Closed, $                    -,0,731 731MP EXP,03/02/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7855496084, -122.414377835)"
136,975990256,2/18/2009,,14:12,171 STOCKTON,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7872776877, -122.406631516)"
137,975990282,2/18/2009,,17:23,672 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7867807828, -122.40149332)"
138,100002554,2/18/2009,,11:07,806 MISSION ST.,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7843793513, -122.404534824)"
139,100002556,2/18/2009,,12:53,607 MISSION ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7878485694, -122.399895653)"
140,975990293,2/19/2009,,15:28,602 GEARY,V22500I,BUS ZONE,250,Open, $                    -,335,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7867921018, -122.413269318)"
141,100002557,2/19/2009,,09:20,430 GEARY ST.,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7871552786, -122.410422646)"
142,100002558,2/19/2009,,09:20,556 GEARY ST,V22500H,DBL PARK,75,Closed, $                    -,0,50 50 DP RU,06/07/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7868882945, -122.412515393)"
143,100002559,2/19/2009,,16:29,684 GEARY ST,V22500I,BUS ZONE,250,Open, $                    -,335,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.7866269898, -122.414563324)"
144,100002560,2/20/2009,,15:08,984 GEARY ST.,T32A.2,TWAWY ZONE,70,Closed,$70.00 ,0,730 730TRNLN,02/25/2009 12:00:00 AM +0000,03/18/2009 12:00:00 AM +0000, ,,"(37.785999798, -122.41949436)"
145,975990304,2/22/2009,,09:08,767 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7849896608, -122.403418281)"
146,975990315,2/22/2009,,11:06,772 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7850782254, -122.403698644)"
147,975990330,2/22/2009,,17:07,706 MISSION,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7861909258, -122.402289085)"
148,100002561,2/22/2009,,11:13,528 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.786949044, -122.412039237)"
149,100002562,2/22/2009,,16:06,513 O'FARRELL ST.,T32A.1,TWAWY ZN#1,70,Closed,$70.00 ,0,730 730TRNLN,02/26/2009 12:00:00 AM +0000,03/19/2009 12:00:00 AM +0000, ,,"(37.7856966139, -122.413208419)"
150,100002563,2/22/2009,,17:37,827 MISSION ST.,T32A.1,TWAWY ZN#1,70,Closed,$130.00 ,0,730 730TRNLN,02/27/2009 12:00:00 AM +0000,03/20/2009 12:00:00 AM +0000,26 COLFFDMV,,"(37.78394685, -122.404837244)"
151,100002564,2/22/2009,,13:01,988 GEARY ST,T32A.2,TWAWY ZONE,70,Closed,$70.00 ,0,730 730TRNLN,03/03/2009 12:00:00 AM +0000,03/24/2009 12:00:00 AM +0000, ,,"(37.7859918112, -122.41955769)"
152,975990341,2/23/2009,,09:04,252 SACRAMENTO,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,02/27/2009 12:00:00 AM +0000,03/20/2009 12:00:00 AM +0000, ,,"(37.794427593, -122.39844398)"
153,977404120,2/29/2008,,11:57,561 OFARRELL,V22500H,DBL PARK,65,Closed,$90.00 ,0,109 109TRNLN,03/11/2008 12:00:00 AM +0000,04/01/2008 12:00:00 AM +0000, ,,"(37.7856012605, -122.413966961)"
154,977404131,3/2/2008,,16:32,162 GEARY ST,V22500H,DBL PARK,65,Closed,$65.00 ,0,109 109TRNLN,03/11/2008 12:00:00 AM +0000,04/01/2008 12:00:00 AM +0000, ,,"(37.7877148223, -122.406035679)"
155,977404142,3/2/2008,,15:00,1055 OFARRELL,V22500H,DBL PARK,65,Open, $                       -,90, ,,, ,,"(37.7846059728, -122.421865197)"
156,100000502,3/2/2008,,14:26,431 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.7858668855, -122.411853807)"
157,100000503,3/4/2008,,16:42,908 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0, ,,, ,,"(37.7861515265, -122.418291078)"
158,100000504,3/4/2008,,09:36,577 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.7855694753, -122.414219807)"
159,100000505,3/6/2008,,13:30,487 OFALLELL,V22500H,DBL PARK,65,Closed,$125.00 ,0, ,,,26 COLFFDMV,,
160,100000507,3/6/2008,,13:31,819 OFALLELL,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,,23 PD TIMELY,,
161,100000508,3/9/2008,,15:33,581 OFARRELL,V22500I,BUS ZONE,250,Open, $                       -,275, ,,, ,,"(37.7855615282, -122.414283019)"
162,100000509,3/9/2008,,12:18,320 GEARY,V22500I,BUS ZONE,250,Open, $                       -,275, ,,, ,,"(37.7873853343, -122.408619108)"
163,100000526,3/10/2008,,08:26,48 GEARY ST,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.7879408487, -122.404263189)"
164,100000527,3/10/2008,,13:43,470 GEARY,V22500H,DBL PARK,65,Closed,$125.00 ,0, ,,, ,,"(37.7870749224, -122.411052543)"
165,100000528,3/10/2008,,13:43,470 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.7870749224, -122.411052543)"
166,100000530,3/11/2008,,13:31,773 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.7851626416, -122.417442277)"
167,100000531,3/11/2008,,12:25,460 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.787095012, -122.410895069)"
168,100000532,3/11/2008,,08:30,581 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,,23 PD TIMELY,,"(37.7855615282, -122.414283019)"
169,100000533,3/11/2008,,14:13,14 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.7880066306, -122.403747293)"
170,100000534,3/11/2008,,07:12,518 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0, ,,, ,,"(37.7869705404, -122.411870744)"
171,100000535,3/12/2008,,14:18,391 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0,213 HR REQ REC,08/03/2008 12:00:00 AM +0000,11/01/2008 12:00:00 AM +0000,6 HD HR DNID,,"(37.7859553501, -122.411149961)"
172,100000536,3/12/2008,,14:47,842 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0, ,,, ,,"(37.7862923577, -122.417185527)"
173,100000538,3/15/2008,,15:32,408 GEARY,V22500H,DBL PARK,65,Closed,$125.00 ,0,109 109TRNLN,03/25/2008 12:00:00 AM +0000,04/15/2008 12:00:00 AM +0000, ,,"(37.7871994726, -122.410076203)"
174,100000537,3/18/2008,,12:22,231 OFARRELL,V22500I,BUS ZONE,250,Closed,$250.00 ,0,109 109TRNLN,03/25/2008 12:00:00 AM +0000,04/15/2008 12:00:00 AM +0000, ,,"(37.7862735822, -122.408617751)"
175,100000980,4/12/2008,,12:02,558 GEARY,V22500H,DBL PARK,65,Closed, $                       -,0, ,,,1 RU RV UPHD,,"(37.7868843545, -122.412546268)"
176,100000981,4/12/2008,,12:02,558 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0,15 15 DBL PRK,06/03/2008 12:00:00 AM +0000,06/24/2008 12:00:00 AM +0000, ,,"(37.7868843545, -122.412546268)"
177,100000982,4/12/2008,,11:41,475 OFARRELL,V22500H,DBL PARK,65,Closed,$125.00 ,0,109 109TRNLN,04/20/2008 12:00:00 AM +0000,05/11/2008 12:00:00 AM +0000, ,,"(37.7857763946, -122.412573735)"
178,100000983,4/13/2008,,15:18,426 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0,109 109TRNLN,04/20/2008 12:00:00 AM +0000,05/11/2008 12:00:00 AM +0000, ,,"(37.7860027227, -122.411879191)"
179,100000984,4/14/2008,,09:34,450 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0,803 803ELIGREF,06/25/2008 12:00:00 AM +0000,09/23/2008 12:00:00 AM +0000, ,,"(37.7871151005, -122.410737594)"
180,100000989,4/25/2008,,19:26,336 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,05/06/2008 12:00:00 AM +0000,05/27/2008 12:00:00 AM +0000, ,,"(37.7873530884, -122.408871917)"
181,100000990,4/30/2008,,12:10,534 GEARY,V22500I,BUS ZONE,250,Closed, $                       -,0,730 730TRNLN,05/07/2008 12:00:00 AM +0000,05/28/2008 12:00:00 AM +0000,5 HU HR UPHD,,"(37.786936146, -122.412140332)"
182,100000991,5/2/2008,,18:35,460 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,05/07/2008 12:00:00 AM +0000,05/28/2008 12:00:00 AM +0000, ,,"(37.787095012, -122.410895069)"
183,100000993,5/2/2008,,18:36,460 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0,730 730TRNLN,05/07/2008 12:00:00 AM +0000,05/28/2008 12:00:00 AM +0000, ,,"(37.787095012, -122.410895069)"
184,100000994,5/2/2008,,17:49,06 4TH ST,V22500H,DBL PARK,65,Open, $                       -,150,100 100AR-CNCL,12/30/2008 12:00:00 AM +0000,12/30/2008 12:00:00 AM +0000, ,,
185,100000996,5/2/2008,,18:42,916 GEARY,V22500I,BUS ZONE,250,Closed,$275.00 ,0,91 P20 ENR,06/25/2008 12:00:00 AM +0000,10/08/2009 12:00:00 AM +0000, ,,"(37.7861355551, -122.41841774)"
186,100000998,5/31/2008,,11:10,332 GEARY,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,06/06/2008 12:00:00 AM +0000,06/27/2008 12:00:00 AM +0000, ,,"(37.7873611497, -122.408808715)"
187,100000999,5/31/2008,,16:42,760 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0,730 730TRNLN,06/06/2008 12:00:00 AM +0000,06/27/2008 12:00:00 AM +0000, ,,"(37.7864655878, -122.415828144)"
188,100029151,5/31/2008,,12:51,520 GEARY,V22500I,BUS ZONE,250,Closed, $                       -,0,16 16 BUSZONE,07/29/2008 12:00:00 AM +0000,08/21/2008 12:00:00 AM +0000,5 HU HR UPHD,,"(37.7869662411, -122.411904443)"
189,100029152,5/31/2008,,11:12,674 GEARY,V22500I,BUS ZONE,250,Closed, $                       -,0,83 83 PEND HE,10/14/2008 12:00:00 AM +0000,04/12/2009 12:00:00 AM +0000,201 HR UP NTPD,,"(37.7866471263, -122.414405518)"
190,100029153,5/31/2008,,12:25,236 O'FARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0,730 730TRNLN,06/06/2008 12:00:00 AM +0000,06/27/2008 12:00:00 AM +0000, ,,"(37.7863873029, -122.408819136)"
191,100029155,6/2/2008,,12:00,1039 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0,730 730TRNLN,06/09/2008 12:00:00 AM +0000,06/30/2008 12:00:00 AM +0000,23 PD TIMELY,,"(37.7846291885, -122.421680551)"
192,100029158,7/4/2008,,13:45,371 OFARRELL,V22500H,DBL PARK,65,Closed,$65.00 ,0,15 15 DBL PRK,09/21/2008 12:00:00 AM +0000,10/12/2008 12:00:00 AM +0000, ,,"(37.7859949518, -122.410834868)"
193,100000051,7/10/2008,,17:50,529 OFARRELL,V22500I,BUS ZONE,250,Closed,$335.00 ,0,16 16 BUSZONE,10/09/2008 12:00:00 AM +0000,10/30/2008 12:00:00 AM +0000, ,,"(37.7856648303, -122.413461267)"
194,100029160,7/10/2008,,20:37,782 O'FARRELL,V22500H,DBL PARK,65,Closed,$125.00 ,0,91 P20 ENR,11/07/2008 12:00:00 AM +0000,04/02/2009 12:00:00 AM +0000, ,,"(37.7852782042, -122.41762712)"
195,100029161,7/10/2008,,08:48,431 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0,730 730TRNLN,07/19/2008 12:00:00 AM +0000,08/09/2008 12:00:00 AM +0000, ,,"(37.7870197026, -122.410395186)"
196,100029162,7/10/2008,,10:41,448 GEARY,V22500H,DBL PARK,65,Closed,$65.00 ,0,730 730TRNLN,07/19/2008 12:00:00 AM +0000,08/09/2008 12:00:00 AM +0000,23 PD TIMELY,,"(37.7871191182, -122.410706099)"
197,100029163,7/10/2008,,18:32,609 O'FARRELL,V22500I,BUS ZONE,250,Closed,$275.00 ,0,730 730TRNLN,07/19/2008 12:00:00 AM +0000,08/09/2008 12:00:00 AM +0000, ,,"(37.7855044354, -122.414737166)"
198,722351965,4/10/2009,,19:34,549 OFARRELL ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,04/14/2009 12:00:00 AM +0000,05/05/2009 12:00:00 AM +0000, ,,"(37.7856250993, -122.413777325)"
199,722351976,4/10/2009,,19:35,511 OFARRELL ST,T32A.1,TWAWY ZN#1,70,Closed,$95.00 ,0,730 730TRNLN,04/14/2009 12:00:00 AM +0000,05/05/2009 12:00:00 AM +0000, ,,"(37.7857005872, -122.413176813)"
200,722351980,4/10/2009,,15:30,420 GEARY ST,V22500H,DBL PARK,75,Closed,$100.00 ,0,730 730TRNLN,04/15/2009 12:00:00 AM +0000,05/06/2009 12:00:00 AM +0000, ,,"(37.7871753665, -122.410265171)"
201,700584290,4/12/2009,,10:41,695 MISSION ST,V22500I,BUS ZONE,250,Closed,$335.00 ,0, ,,, ,,"(37.7862855352, -122.401874901)"
202,700584301,4/12/2009,,11:06,613 MISSION ST,V22500H,DBL PARK,75,Closed, $                    -,0,731 731MP EXP,04/24/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7877504577, -122.400019923)"
203,722351991,4/12/2009,,11:56,586 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,04/15/2009 12:00:00 AM +0000,05/06/2009 12:00:00 AM +0000, ,,"(37.7868292058, -122.412978516)"
204,726468035,4/13/2009,,12:13,1008 SUTTER ST,V22500I,BUS ZONE,250,Closed,$275.00 ,0,730 730TRNLN,04/16/2009 12:00:00 AM +0000,05/07/2009 12:00:00 AM +0000, ,,"(37.7882279654, -122.417029098)"
205,726468046,4/13/2009,,16:33,519 OFARRELL ST,T32A.1,TWAWY ZN#1,70,Closed, $                    -,0,731 731MP EXP,04/25/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7856846959, -122.413303238)"
206,726468282,4/13/2009,,18:03,599 POST ST,V22500I,BUS ZONE,250,Closed, $                    -,0,731 731MP EXP,04/29/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7878155796, -122.411649423)"
207,700584323,4/14/2009,,15:27,615 OFARRELL ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,803 803ELIGREF,07/28/2009 12:00:00 AM +0000,10/26/2009 12:00:00 AM +0000, ,,"(37.7854942347, -122.414818304)"
208,700584334,4/14/2009,,13:23,512 GEARY ST,V22500I,BUS ZONE,250,Closed,$310.00 ,0,16 16 BUSZONE,10/07/2009 12:00:00 AM +0000,10/28/2009 12:00:00 AM +0000, ,,"(37.7869834373, -122.411769649)"
209,726468050,4/14/2009,,13:16,306 GEARY ST,V22500I,BUS ZONE,250,Open, $                    -,335,730 730TRNLN,04/17/2009 12:00:00 AM +0000,05/08/2009 12:00:00 AM +0000, ,,"(37.78741355, -122.4083979)"
210,726468072,4/14/2009,,14:39,505 MISSION ST,V22500H,DBL PARK,75,Closed, $                    -,0,912 912DIFMAKE,07/30/2009 12:00:00 AM +0000,09/28/2009 12:00:00 AM +0000,555 MAKE MISM,,"(37.789579004, -122.397703778)"
211,726468083,4/14/2009,,12:52,806 MISSION ST,V22500I,BUS ZONE,250,Closed, $                    -,0,912 912DIFMAKE,07/30/2009 12:00:00 AM +0000,09/28/2009 12:00:00 AM +0000,555 MAKE MISM,,"(37.7843793513, -122.404534824)"
212,700584356,4/15/2009,,14:11,204 04TH ST,V22500I,BUS ZONE,250,Open, $                    -,335,730 730TRNLN,04/18/2009 12:00:00 AM +0000,05/09/2009 12:00:00 AM +0000, ,,"(37.7831392041, -122.402686712)"
213,700584360,4/15/2009,,16:39,463 STOCKTON ST,V22500H,DBL PARK,75,Closed, $                    -,0,83 83 PEND HE,09/03/2009 12:00:00 AM +0000,03/02/2010 12:00:00 AM +0000,14 DENOVO UPH,,"(37.7900124589, -122.407164943)"
214,700584371,4/15/2009,,16:39,463 STOCKTON ST,T32A.1,TWAWY ZN#1,70,Closed,$70.00 ,0,497 497 REFDPT,05/10/2009 12:00:00 AM +0000,09/07/2009 12:00:00 AM +0000, ,,"(37.7900124589, -122.407164943)"
215,700584441,4/16/2009,,10:43,588 GEARY ST,V22500H,DBL PARK,75,Closed, $                    -,0,50 50 DP RU,06/23/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7868252657, -122.413009392)"
216,700584452,4/16/2009,,12:42,508 GEARY ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,16 16 BUSZONE,09/23/2009 12:00:00 AM +0000,10/14/2009 12:00:00 AM +0000, ,,"(37.7869920366, -122.411702252)"
217,700584393,4/17/2009,,11:16,988 GEARY ST,T32A.2,TWAWY ZONE,70,Closed, $                    -,0,731 731MP EXP,04/29/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7859918112, -122.41955769)"
218,700584404,4/17/2009,,09:03,515 OFARRELL ST,T32A.2,TWAWY ZONE,70,Open, $                    -,155,730 730TRNLN,04/23/2009 12:00:00 AM +0000,05/14/2009 12:00:00 AM +0000, ,,"(37.7856926407, -122.413240024)"
219,700584415,4/17/2009,,19:15,616 GEARY ST,T32A.2,TWAWY ZONE,70,Closed,$130.00 ,0,730 730TRNLN,04/23/2009 12:00:00 AM +0000,05/14/2009 12:00:00 AM +0000, ,,"(37.7867639128, -122.413490246)"
220,700584426,4/17/2009,,19:16,804 GEARY ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,04/23/2009 12:00:00 AM +0000,05/14/2009 12:00:00 AM +0000, ,,"(37.786368598, -122.416588136)"
221,700584430,4/18/2009,,15:03,674 GEARY ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,04/23/2009 12:00:00 AM +0000,05/14/2009 12:00:00 AM +0000, ,,"(37.7866471263, -122.414405518)"
222,700584463,4/19/2009,,16:43,221 O'FARRELL ST,V22500H,DBL PARK,75,Open, $                    -,160,730 730TRNLN,04/22/2009 12:00:00 AM +0000,05/13/2009 12:00:00 AM +0000, ,,"(37.7862968158, -122.40843286)"
223,726468094,4/19/2009,,07:56,78 04TH  ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,04/22/2009 12:00:00 AM +0000,05/13/2009 12:00:00 AM +0000, ,,"(37.7847369895, -122.404712495)"
224,726468105,4/19/2009,,10:35,40 04TH  ST,V22500H,DBL PARK,75,Closed,$135.00 ,0,730 730TRNLN,04/22/2009 12:00:00 AM +0000,05/13/2009 12:00:00 AM +0000,26 COLFFDMV,,"(37.7851693044, -122.405245721)"
225,726468153,4/19/2009,,11:07,668 MISSION ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,04/24/2009 12:00:00 AM +0000,05/15/2009 12:00:00 AM +0000, ,,"(37.7868517015, -122.401403558)"
226,726468116,4/20/2009,,13:30,130 MISSION ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,04/23/2009 12:00:00 AM +0000,05/14/2009 12:00:00 AM +0000, ,,"(37.7923699101, -122.394413683)"
227,726468120,4/20/2009,,13:54,1102 MISSION ST,V22500I,BUS ZONE,250,Closed, $                    -,0,731 731MP EXP,05/02/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7791959956, -122.411098498)"
228,700584474,4/21/2009,,12:12,980 SUTTER ST,V22500H,DBL PARK,75,Closed,$75.00 ,0,730 730TRNLN,04/24/2009 12:00:00 AM +0000,05/15/2009 12:00:00 AM +0000, ,,"(37.7882931343, -122.416521415)"
229,700584485,4/21/2009,,14:56,469 O'FARRELL ST,V22500H,DBL PARK,75,Closed, $                    -,0,51 DISMS CITE,08/09/2009 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7857880514, -122.412480995)"
230,700584496,4/21/2009,,18:40,765 O'FARRELL ST,V22500H,DBL PARK,75,Closed,$75.00 ,0, ,,, ,,"(37.7851786609, -122.417316301)"
231,700584511,4/21/2009,,19:09,618 GEARY ST,T32A.2,TWAWY ZONE,70,Closed,$70.00 ,0,730 730TRNLN,04/24/2009 12:00:00 AM +0000,05/15/2009 12:00:00 AM +0000, ,,"(37.7867598854, -122.413521808)"
232,726468142,4/21/2009,,14:30,314 MISSION ST,V22500I,BUS ZONE,250,Closed, $                    -,0,730 730TRNLN,04/24/2009 12:00:00 AM +0000,05/15/2009 12:00:00 AM +0000,201 HR UP NTPD,,"(37.7910927378, -122.396031619)"
233,726468164,4/21/2009,,14:30,318 MISSION ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0,730 730TRNLN,04/24/2009 12:00:00 AM +0000,05/15/2009 12:00:00 AM +0000, ,,"(37.7910661975, -122.39606524)"
234,700584522,4/22/2009,,09:23,908 GEARY ST,V22500I,BUS ZONE,250,Closed,$250.00 ,0, ,,, ,,"(37.7861515265, -122.418291078)"
235,100002574,3/3/2009,,19:05,478 MISSION ST.,V22500I,BUS ZONE,250,Closed,$250.00 ,0,213 HR REQ REC,07/23/2009 12:00:00 AM +0000,10/21/2009 12:00:00 AM +0000,6 HD HR DNID,,"(37.7899711159, -122.397452432)"
236,100004009,3/3/2009,,15:20,332 SACRAMENTO,V22500H,DBL PARK,75,Closed,$75.00 ,0,15 15 DBL PRK,04/28/2009 12:00:00 AM +0000,05/19/2009 12:00:00 AM +0000,21 MAIL DELAY,,"(37.7943064996, -122.399394287)"
237,954075964,3/4/2009,,11:56,713 O'FARRELL ST,T32A.2,TWAWY ZONE,70,Closed,$95.00 ,0,22 22 GEN VAL,07/27/2009 12:00:00 AM +0000,08/17/2009 12:00:00 AM +0000, ,,"(37.7852827841, -122.416497459)"
